accuracy,precision,recall,f1-score,roc_auc,confusion_matrix,training_time
0.9675,0.9360562499999999,0.9675,0.9515184243964423,0.5949529081312027,"[[   0   15    0    0    0    0]
 [   0 1935    0    0    0    0]
 [   0   13    0    0    0    0]
 [   0   20    0    0    0    0]
 [   0    6    0    0    0    0]
 [   0   11    0    0    0    0]]",43.6376838684082
0.9645,0.93026025,0.9645,0.9470707559175363,0.6165138555068571,"[[   0   22    0    0    0    0]
 [   0 1929    0    0    0    0]
 [   0   15    0    0    0    0]
 [   0   24    0    0    0    0]
 [   0    4    0    0    0    0]
 [   0    6    0    0    0    0]]",44.71882033348084
0.962,0.9254439999999999,0.962,0.943367991845056,0.6305407197802708,"[[   0   30    0    0    0    0]
 [   0 1924    0    0    0    0]
 [   0   19    0    0    0    0]
 [   0   17    0    0    0    0]
 [   0    2    0    0    0    0]
 [   0    8    0    0    0    0]]",45.431004762649536
